question,date,name,vote,confidence
"Question A:                                When local governments compete by offering subsidies to a firm that is willing to relocate, and shopping across multiple alternative areas, the firm typically captures most of value that is created via the relocation.","Tuesday, February 26th, 2019 2:00 pm",James Stock,Did Not Answer,
"Question A:                                When local governments compete by offering subsidies to a firm that is willing to relocate, and shopping across multiple alternative areas, the firm typically captures most of value that is created via the relocation.","Tuesday, February 26th, 2019 2:00 pm",Richard Thaler,Uncertain,1
"Question A:                                When local governments compete by offering subsidies to a firm that is willing to relocate, and shopping across multiple alternative areas, the firm typically captures most of value that is created via the relocation.","Tuesday, February 26th, 2019 2:00 pm",Christopher Udry,Strongly Agree,4
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Daron Acemoglu,Agree,3
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Alberto Alesina,Agree,6
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Joseph Altonji,Disagree,2
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Alan Auerbach,Agree,3
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",David Autor,Agree,5
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Katherine Baicker,Uncertain,3
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Abhijit Banerjee,Agree,6
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Marianne Bertrand,Agree,2
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Markus Brunnermeier,Did Not Answer,
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Raj Chetty,Did Not Answer,
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Judith Chevalier,Uncertain,6
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",David Cutler,Agree,6
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Angus Deaton,Disagree,3
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Darrell Duffie,Uncertain,1
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Aaron Edlin,Did Not Answer,
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Barry Eichengreen,Uncertain,1
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Liran Einav,Agree,7
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Ray Fair,Uncertain,5
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Amy Finkelstein,Did Not Answer,
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Austan Goolsbee,Uncertain,1
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Michael Greenstone,Disagree,6
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Robert Hall,Agree,1
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Oliver Hart,Strongly Agree,7
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Bengt Holmström,Uncertain,3
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Caroline Hoxby,Uncertain,8
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Hilary Hoynes,No Opinion,
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Kenneth Judd,Disagree,8
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Steven Kaplan,Uncertain,4
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Anil Kashyap,Agree,3
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Pete Klenow,Uncertain,5
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Jonathan Levin,Uncertain,4
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Eric Maskin,Agree,3
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",William Nordhaus,Agree,1
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Emmanuel Saez,Strongly Agree,9
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Larry Samuelson,Agree,8
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",José Scheinkman,Disagree,7
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Richard Schmalensee,Strongly Agree,8
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Carl Shapiro,Did Not Answer,
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Robert Shimer,Disagree,6
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",James Stock,Did Not Answer,
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Richard Thaler,Disagree,4
Question B:                                A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,"Tuesday, February 26th, 2019 2:00 pm",Christopher Udry,Agree,4
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Daron Acemoglu,Agree,3
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Alberto Alesina,Did Not Answer,
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Joseph Altonji,Agree,8
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Alan Auerbach,Uncertain,3
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",David Autor,Agree,6
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Katherine Baicker,Agree,4
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Abhijit Banerjee,Did Not Answer,
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Marianne Bertrand,Strongly Agree,5
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Markus Brunnermeier,Did Not Answer,
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Raj Chetty,Did Not Answer,
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Judith Chevalier,Strongly Agree,9
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",David Cutler,Strongly Agree,7
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Angus Deaton,Agree,8
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Darrell Duffie,Agree,2
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Aaron Edlin,Disagree,4
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Barry Eichengreen,Agree,1
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Liran Einav,Uncertain,1
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Ray Fair,Agree,5
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Amy Finkelstein,Uncertain,9
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Pinelopi Goldberg,Uncertain,5
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Austan Goolsbee,Agree,9
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Michael Greenstone,Strongly Agree,10
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Robert Hall,Did Not Answer,
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Oliver Hart,Strongly Agree,8
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Bengt Holmström,No Opinion,
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Caroline Hoxby,Uncertain,10
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Hilary Hoynes,Strongly Agree,9
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Kenneth Judd,Agree,8
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Steven Kaplan,Agree,3
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Anil Kashyap,Agree,5
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Pete Klenow,Agree,3
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Jonathan Levin,Agree,3
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Eric Maskin,Agree,6
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",William Nordhaus,Did Not Answer,
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Emmanuel Saez,Strongly Agree,7
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Larry Samuelson,Agree,6
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",José Scheinkman,Strongly Agree,8
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Richard Schmalensee,Agree,5
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Carl Shapiro,Did Not Answer,
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Robert Shimer,Agree,8
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",James Stock,Agree,5
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Richard Thaler,Strongly Agree,5
"Question A:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Christopher Udry,Strongly Agree,9
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Daron Acemoglu,Agree,3
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Alberto Alesina,Did Not Answer,
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Joseph Altonji,Uncertain,4
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Alan Auerbach,Uncertain,3
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",David Autor,Disagree,5
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Katherine Baicker,Uncertain,2
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Abhijit Banerjee,Did Not Answer,
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Marianne Bertrand,Strongly Agree,5
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Markus Brunnermeier,Did Not Answer,
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Raj Chetty,Did Not Answer,
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Judith Chevalier,Agree,8
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",David Cutler,Strongly Agree,6
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Angus Deaton,Agree,7
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Darrell Duffie,Agree,2
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Aaron Edlin,Disagree,4
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Barry Eichengreen,Agree,1
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Liran Einav,Uncertain,1
"Question B:                                By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.","Friday, March 2nd, 2018 2:52 pm",Ray Fair,Agree,5
